net,oam,connector,pads
OAM7_PCIE_TX2P,7,Conn0,K45
OAM7_PCIE_TX3N,7,Conn0,H46
OAM7_PCIE_TX3P,7,Conn0,H45
OAM7_PCIE_TX4N,7,Conn0,L48
OAM7_PCIE_TX4P,7,Conn0,L47
OAM7_PCIE_TX5N,7,Conn0,J48
OAM7_PCIE_TX5P,7,Conn0,J47
OAM7_PCIE_TX6N,7,Conn0,G48
OAM7_PCIE_TX6P,7,Conn0,G47
OAM7_PCIE_TX7N,7,Conn0,K50
OAM7_PCIE_TX7P,7,Conn0,K49
OAM7_PCIE_TX8N,7,Conn0,H50
OAM7_PCIE_TX8P,7,Conn0,H49
OAM7_PCIE_TX9N,7,Conn0,L52
OAM7_PCIE_TX9P,7,Conn0,L51
OAM7_PERST#,7,Conn0,D1
OAM7_PE_BIF[0],7,Conn1,B62
OAM7_PE_BIF[1],7,Conn1,B61
OAM7_PE_REFCLKN,7,Conn0,F46
OAM7_PE_REFCLKP,7,Conn0,F45
OAM7_PLINK_CAP,7,Conn1,F57
OAM7_PRSNT0#,7,Conn0,J4
OAM7_PRSNT1#,7,Conn1,C63
OAM7_PVREF,7,Conn0,G1 G2
OAM7_PWRBRK#,7,Conn0,C3
OAM7_PWRRDT#0,7,Conn1,F25
OAM7_PWRRDT#1,7,Conn1,F26
OAM7_SCALE_DEBUG_EN,7,Conn1,G55
OAM7_SLV_ALERT#,7,Conn0,L4
OAM7_SMBus_SLV_CLK,7,Conn0,J3
OAM7_SMBus_SLV_D,7,Conn0,L3
OAM7_THERMTRIP#,7,Conn1,C64
OAM7_UART_RXD,7,Conn0,E4
OAM7_UART_TXD,7,Conn0,E3
OAM7_WARMRST#,7,Conn0,D2
P12V1,0,Conn0,A59 A60 A61 A62 B62
P12V1,1,Conn0,A59 A60 A61 A62 B62
P12V1,2,Conn0,A59 A60 A61 A62 B62
P12V1,3,Conn0,A59 A60 A61 A62 B62
P12V1,4,Conn0,A59 A60 A61 A62 B62
P12V1,5,Conn0,A59 A60 A61 A62 B62
P12V1,6,Conn0,A59 A60 A61 A62 B62
P12V1,7,Conn0,A59 A60 A61 A62 B62
P12V2,0,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,1,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,2,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,3,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,4,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,5,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,6,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P12V2,7,Conn0,B59 C59 D59 E59 F59 B60 C60 D60 E60 F60 B61 C61 D61 E61 F61 C62 D62 E62 F62 C63 D63 E63 F63 C64 D64 E64 F64
P3V3,0,Conn0,C1 C2
P3V3,1,Conn0,C1 C2
P3V3,2,Conn0,C1 C2
P3V3,3,Conn0,C1 C2
P3V3,4,Conn0,C1 C2
P3V3,5,Conn0,C1 C2
P3V3,6,Conn0,C1 C2
P3V3,7,Conn0,C1 C2
P48V,0,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S1,1,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S2,2,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S3,3,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S4,4,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S5,5,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S6,6,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_S7,7,Conn0,H59 K59 H60 K60 H61 J61 K61 L61 H62 J62 K62 L62 H63 J63 H64 J64
P48V_STAR,,J_SB175,1 K+
P48V_BRICK,,U_P12V1,1
